run_date,line_id,plant_id,planned_runtime_min,downtime_minutes,units_produced,units_defective,availability,performance,quality,oee,downtime_cost_usd,scrap_cost_usd,lost_production_revenue_usd
2024-06-28,P3-L3,P3,1440,0,776,28,1.0,0.739,0.9639,0.7124,0.0,616,0.0
2024-06-29,P3-L1,P3,1440,0,942,12,1.0,0.8971,0.9873,0.8857,0.0,264,0.0
2024-06-29,P3-L2,P3,1440,0,846,23,1.0,0.8057,0.9728,0.7838,0.0,506,0.0
2024-06-29,P3-L3,P3,1440,0,912,21,1.0,0.8686,0.977,0.8486,0.0,462,0.0
2024-06-30,P1-L3,P1,1440,0,834,18,1.0,0.7943,0.9784,0.7771,0.0,396,0.0
2024-07-01,P1-L2,P1,1440,0,871,28,1.0,0.8295,0.9679,0.8029,0.0,616,0.0
2024-07-02,P2-L3,P2,1440,0,938,28,1.0,0.8933,0.9701,0.8667,0.0,616,0.0
2024-07-02,P3-L2,P3,1440,0,852,21,1.0,0.8114,0.9754,0.7914,0.0,462,0.0
2024-07-03,P1-L1,P1,1440,0,1031,31,1.0,0.9819,0.9699,0.9524,0.0,682,0.0
2024-07-03,P3-L1,P3,1440,0,882,16,1.0,0.84,0.9819,0.8248,0.0,352,0.0
2024-07-03,P3-L3,P3,1440,0,862,24,1.0,0.821,0.9722,0.7981,0.0,528,0.0
2024-07-04,P1-L1,P1,1440,0,950,35,1.0,0.9048,0.9632,0.8714,0.0,770,0.0
2024-07-04,P1-L2,P1,1440,0,944,23,1.0,0.899,0.9756,0.8771,0.0,506,0.0
2024-07-04,P3-L3,P3,1440,0,787,19,1.0,0.7495,0.9759,0.7314,0.0,418,0.0
2024-07-06,P2-L2,P2,1440,0,932,23,1.0,0.8876,0.9753,0.8657,0.0,506,0.0
2024-07-06,P2-L3,P2,1440,0,896,18,1.0,0.8533,0.9799,0.8362,0.0,396,0.0
2024-07-07,P1-L1,P1,1440,0,869,24,1.0,0.8276,0.9724,0.8048,0.0,528,0.0
2024-07-07,P2-L1,P2,1440,0,811,29,1.0,0.7724,0.9642,0.7448,0.0,638,0.0
2024-07-08,P3-L1,P3,1440,0,1021,32,1.0,0.9724,0.9687,0.9419,0.0,704,0.0
2024-07-09,P3-L1,P3,1440,0,1061,43,1.0,1.0,0.9595,0.9595,0.0,946,0.0
2024-07-11,P1-L3,P1,1440,54,744,22,0.9625,0.7086,0.9704,0.6618,4320.0,484,1575.0
2024-07-11,P3-L3,P3,1440,106,896,25,0.9264,0.8533,0.9721,0.7685,8480.0,550,3091.67
2024-07-13,P2-L2,P2,1440,0,867,18,1.0,0.8257,0.9792,0.8086,0.0,396,0.0
2024-07-17,P3-L2,P3,1440,0,920,24,1.0,0.8762,0.9739,0.8533,0.0,528,0.0
2024-07-19,P1-L2,P1,1440,0,827,34,1.0,0.7876,0.9589,0.7552,0.0,748,0.0
2024-07-20,P1-L3,P1,1440,55,944,20,0.9618,0.899,0.9788,0.8464,4400.0,440,1604.17
2024-07-20,P3-L2,P3,1440,0,772,25,1.0,0.7352,0.9676,0.7114,0.0,550,0.0
2024-07-23,P2-L1,P2,1440,14,924,19,0.9903,0.88,0.9794,0.8535,1120.0,418,408.33
2024-07-25,P1-L1,P1,1440,0,981,15,1.0,0.9343,0.9847,0.92,0.0,330,0.0
2024-07-25,P2-L1,P2,1440,0,816,26,1.0,0.7771,0.9681,0.7524,0.0,572,0.0
2024-07-29,P2-L3,P2,1440,0,830,30,1.0,0.7905,0.9639,0.7619,0.0,660,0.0
2024-07-29,P3-L3,P3,1440,0,902,15,1.0,0.859,0.9834,0.8448,0.0,330,0.0
2024-07-30,P1-L1,P1,1440,0,854,18,1.0,0.8133,0.9789,0.7962,0.0,396,0.0
2024-07-31,P2-L1,P2,1440,0,971,36,1.0,0.9248,0.9629,0.8905,0.0,792,0.0
2024-07-31,P3-L2,P3,1440,0,805,35,1.0,0.7667,0.9565,0.7333,0.0,770,0.0
2024-08-01,P2-L3,P2,1440,0,911,19,1.0,0.8676,0.9791,0.8495,0.0,418,0.0
2024-08-01,P3-L3,P3,1440,0,959,14,1.0,0.9133,0.9854,0.9,0.0,308,0.0
2024-08-02,P1-L3,P1,1440,0,890,28,1.0,0.8476,0.9685,0.821,0.0,616,0.0
2024-08-02,P2-L3,P2,1440,0,964,30,1.0,0.9181,0.9689,0.8895,0.0,660,0.0
2024-08-03,P2-L2,P2,1440,0,825,16,1.0,0.7857,0.9806,0.7705,0.0,352,0.0
2024-08-05,P1-L3,P1,1440,0,956,31,1.0,0.9105,0.9676,0.881,0.0,682,0.0
2024-08-06,P3-L1,P3,1440,0,761,19,1.0,0.7248,0.975,0.7067,0.0,418,0.0
2024-08-07,P2-L1,P2,1440,0,854,19,1.0,0.8133,0.9778,0.7952,0.0,418,0.0
2024-08-07,P2-L2,P2,1440,0,897,35,1.0,0.8543,0.961,0.821,0.0,770,0.0
2024-08-08,P1-L2,P1,1440,0,942,19,1.0,0.8971,0.9798,0.879,0.0,418,0.0
2024-08-10,P1-L2,P1,1440,0,949,24,1.0,0.9038,0.9747,0.881,0.0,528,0.0
2024-08-11,P2-L1,P2,1440,0,827,16,1.0,0.7876,0.9807,0.7724,0.0,352,0.0
2024-08-11,P3-L3,P3,1440,0,928,28,1.0,0.8838,0.9698,0.8571,0.0,616,0.0
2024-08-12,P3-L2,P3,1440,0,799,21,1.0,0.761,0.9737,0.741,0.0,462,0.0
2024-08-13,P1-L1,P1,1440,0,899,20,1.0,0.8562,0.9778,0.8371,0.0,440,0.0
2024-08-14,P1-L1,P1,1440,0,1020,26,1.0,0.9714,0.9745,0.9467,0.0,572,0.0
2024-08-18,P1-L3,P1,1440,95,869,22,0.934,0.8276,0.9747,0.7534,7600.0,484,2770.83
2024-08-28,P1-L1,P1,1440,95,987,24,0.934,0.94,0.9757,0.8566,6650.0,528,2770.83
2024-09-08,P2-L2,P2,1440,140,870,26,0.9028,0.8286,0.9701,0.7257,9800.0,572,4083.33
2024-09-11,P2-L1,P2,1440,126,892,14,0.9125,0.8495,0.9843,0.763,10080.0,308,3675.0
2024-09-25,P2-L1,P2,1440,63,779,26,0.9563,0.7419,0.9666,0.6858,3780.0,572,1837.5
2024-10-02,P2-L1,P2,1440,36,852,26,0.975,0.8114,0.9695,0.767,2880.0,572,1050.0
2024-10-06,P2-L2,P2,1440,63,781,6,0.9563,0.7438,0.9923,0.7058,3150.0,132,1837.5
2024-10-11,P1-L2,P1,1440,177,795,22,0.8771,0.7571,0.9723,0.6457,14160.0,484,5162.5
2024-10-16,P3-L2,P3,1440,43,854,28,0.9701,0.8133,0.9672,0.7632,3010.0,616,1254.17
2024-10-20,P3-L1,P3,1440,130,824,26,0.9097,0.7848,0.9684,0.6914,6500.0,572,3791.67
2024-10-23,P1-L2,P1,1440,87,911,20,0.9396,0.8676,0.978,0.7973,3915.0,440,2537.5
2024-10-27,P3-L1,P3,1440,122,905,29,0.9153,0.8619,0.968,0.7636,9460.0,638,3558.33
2024-08-16,P1-L1,P1,1440,0,913,15,1.0,0.8695,0.9836,0.8552,0.0,330,0.0
2024-08-17,P2-L1,P2,1440,0,861,28,1.0,0.82,0.9675,0.7933,0.0,616,0.0
2024-08-18,P3-L3,P3,1440,0,878,19,1.0,0.8362,0.9784,0.8181,0.0,418,0.0
2024-08-20,P3-L3,P3,1440,0,914,28,1.0,0.8705,0.9694,0.8438,0.0,616,0.0
2024-08-22,P2-L2,P2,1440,0,846,33,1.0,0.8057,0.961,0.7743,0.0,726,0.0
2024-08-24,P1-L1,P1,1440,0,957,33,1.0,0.9114,0.9655,0.88,0.0,726,0.0
2024-08-25,P1-L3,P1,1440,0,907,21,1.0,0.8638,0.9768,0.8438,0.0,462,0.0
2024-08-26,P3-L2,P3,1440,0,1050,18,1.0,1.0,0.9829,0.9829,0.0,396,0.0
2024-08-28,P3-L1,P3,1440,0,939,19,1.0,0.8943,0.9798,0.8762,0.0,418,0.0
2024-08-29,P1-L1,P1,1440,0,819,15,1.0,0.78,0.9817,0.7657,0.0,330,0.0
2024-08-30,P3-L2,P3,1440,0,828,19,1.0,0.7886,0.9771,0.7705,0.0,418,0.0
2024-08-31,P2-L2,P2,1440,0,816,17,1.0,0.7771,0.9792,0.761,0.0,374,0.0
2024-08-31,P3-L2,P3,1440,0,887,30,1.0,0.8448,0.9662,0.8162,0.0,660,0.0
2024-09-03,P1-L2,P1,1440,0,888,13,1.0,0.8457,0.9854,0.8333,0.0,286,0.0
2024-09-03,P3-L1,P3,1440,0,862,24,1.0,0.821,0.9722,0.7981,0.0,528,0.0
2024-09-04,P3-L3,P3,1440,0,957,14,1.0,0.9114,0.9854,0.8981,0.0,308,0.0
2024-09-05,P3-L1,P3,1440,0,934,18,1.0,0.8895,0.9807,0.8724,0.0,396,0.0
2024-09-07,P1-L2,P1,1440,0,854,22,1.0,0.8133,0.9742,0.7924,0.0,484,0.0
2024-09-08,P1-L3,P1,1440,0,964,10,1.0,0.9181,0.9896,0.9086,0.0,220,0.0
2024-09-09,P1-L1,P1,1440,0,785,22,1.0,0.7476,0.972,0.7267,0.0,484,0.0
2024-09-09,P1-L3,P1,1440,0,817,21,1.0,0.7781,0.9743,0.7581,0.0,462,0.0
2024-09-09,P3-L2,P3,1440,0,795,20,1.0,0.7571,0.9748,0.7381,0.0,440,0.0
2024-09-10,P1-L1,P1,1440,0,846,17,1.0,0.8057,0.9799,0.7895,0.0,374,0.0
2024-09-10,P2-L3,P2,1440,0,979,24,1.0,0.9324,0.9755,0.9095,0.0,528,0.0
2024-09-11,P1-L2,P1,1440,0,856,12,1.0,0.8152,0.986,0.8038,0.0,264,0.0
2024-09-12,P1-L3,P1,1440,0,962,32,1.0,0.9162,0.9667,0.8857,0.0,704,0.0
2024-09-13,P3-L1,P3,1440,0,825,20,1.0,0.7857,0.9758,0.7667,0.0,440,0.0
2024-09-16,P2-L1,P2,1440,0,904,19,1.0,0.861,0.979,0.8429,0.0,418,0.0
2024-09-16,P3-L3,P3,1440,0,865,27,1.0,0.8238,0.9688,0.7981,0.0,594,0.0
2024-09-18,P2-L3,P2,1440,0,730,18,1.0,0.6952,0.9753,0.6781,0.0,396,0.0
2024-09-19,P1-L1,P1,1440,0,721,22,1.0,0.6867,0.9695,0.6657,0.0,484,0.0
2024-09-19,P3-L1,P3,1440,0,862,19,1.0,0.821,0.978,0.8029,0.0,418,0.0
2024-09-20,P2-L3,P2,1440,0,912,22,1.0,0.8686,0.9759,0.8476,0.0,484,0.0
2024-09-21,P1-L3,P1,1440,0,913,37,1.0,0.8695,0.9595,0.8343,0.0,814,0.0
2024-09-23,P2-L3,P2,1440,0,947,31,1.0,0.9019,0.9673,0.8724,0.0,682,0.0
2024-09-24,P2-L2,P2,1440,0,802,23,1.0,0.7638,0.9713,0.7419,0.0,506,0.0
2024-09-25,P3-L2,P3,1440,0,1017,26,1.0,0.9686,0.9744,0.9438,0.0,572,0.0
2024-09-26,P1-L3,P1,1440,0,731,14,1.0,0.6962,0.9808,0.6829,0.0,308,0.0
2024-09-26,P3-L3,P3,1440,0,887,26,1.0,0.8448,0.9707,0.82,0.0,572,0.0
2024-09-27,P3-L3,P3,1440,0,930,20,1.0,0.8857,0.9785,0.8667,0.0,440,0.0
2024-09-29,P2-L3,P2,1440,0,838,24,1.0,0.7981,0.9714,0.7752,0.0,528,0.0
2024-09-30,P1-L1,P1,1440,0,1005,37,1.0,0.9571,0.9632,0.9219,0.0,814,0.0
2024-09-30,P3-L1,P3,1440,0,879,29,1.0,0.8371,0.967,0.8095,0.0,638,0.0
2024-10-01,P2-L1,P2,1440,0,902,21,1.0,0.859,0.9767,0.839,0.0,462,0.0
2024-10-02,P2-L2,P2,1440,0,1014,31,1.0,0.9657,0.9694,0.9362,0.0,682,0.0
2024-10-03,P2-L3,P2,1440,0,823,18,1.0,0.7838,0.9781,0.7667,0.0,396,0.0
2024-10-03,P3-L3,P3,1440,0,817,27,1.0,0.7781,0.967,0.7524,0.0,594,0.0
2024-10-05,P1-L2,P1,1440,0,846,30,1.0,0.8057,0.9645,0.7771,0.0,660,0.0
2024-10-06,P1-L1,P1,1440,0,967,22,1.0,0.921,0.9772,0.9,0.0,484,0.0
2024-10-07,P1-L2,P1,1440,0,760,26,1.0,0.7238,0.9658,0.699,0.0,572,0.0
2024-10-07,P2-L3,P2,1440,0,785,25,1.0,0.7476,0.9682,0.7238,0.0,550,0.0
2024-10-08,P3-L2,P3,1440,0,816,24,1.0,0.7771,0.9706,0.7543,0.0,528,0.0
2024-10-09,P3-L3,P3,1440,0,918,24,1.0,0.8743,0.9739,0.8514,0.0,528,0.0
2024-10-11,P2-L1,P2,1440,0,944,25,1.0,0.899,0.9735,0.8752,0.0,550,0.0
2024-10-11,P2-L2,P2,1440,0,1016,15,1.0,0.9676,0.9852,0.9533,0.0,330,0.0
2024-10-11,P3-L2,P3,1440,0,804,16,1.0,0.7657,0.9801,0.7505,0.0,352,0.0
2024-10-12,P1-L1,P1,1440,0,861,26,1.0,0.82,0.9698,0.7952,0.0,572,0.0
2024-10-12,P1-L3,P1,1440,0,817,18,1.0,0.7781,0.978,0.761,0.0,396,0.0
2024-10-12,P2-L3,P2,1440,0,946,13,1.0,0.901,0.9863,0.8886,0.0,286,0.0
2024-10-13,P3-L3,P3,1440,0,813,24,1.0,0.7743,0.9705,0.7514,0.0,528,0.0
2024-10-14,P1-L1,P1,1440,0,746,20,1.0,0.7105,0.9732,0.6914,0.0,440,0.0
2024-10-15,P1-L2,P1,1440,0,858,36,1.0,0.8171,0.958,0.7829,0.0,792,0.0
2024-10-15,P2-L1,P2,1440,0,1014,30,1.0,0.9657,0.9704,0.9371,0.0,660,0.0
2024-10-16,P1-L2,P1,1440,0,1056,34,1.0,1.0,0.9678,0.9678,0.0,748,0.0
2024-10-16,P2-L1,P2,1440,0,896,27,1.0,0.8533,0.9699,0.8276,0.0,594,0.0
2024-10-17,P1-L1,P1,1440,0,864,18,1.0,0.8229,0.9792,0.8057,0.0,396,0.0
2024-10-17,P2-L1,P2,1440,0,753,17,1.0,0.7171,0.9774,0.701,0.0,374,0.0
2024-10-20,P1-L3,P1,1440,0,740,8,1.0,0.7048,0.9892,0.6971,0.0,176,0.0
2024-10-20,P2-L1,P2,1440,0,853,21,1.0,0.8124,0.9754,0.7924,0.0,462,0.0
2024-10-20,P3-L3,P3,1440,0,901,12,1.0,0.8581,0.9867,0.8467,0.0,264,0.0
2024-10-22,P3-L1,P3,1440,0,884,26,1.0,0.8419,0.9706,0.8171,0.0,572,0.0
2024-10-24,P2-L3,P2,1440,0,942,31,1.0,0.8971,0.9671,0.8676,0.0,682,0.0
2024-10-24,P3-L2,P3,1440,0,794,26,1.0,0.7562,0.9673,0.7314,0.0,572,0.0
2024-10-25,P3-L1,P3,1440,0,972,19,1.0,0.9257,0.9805,0.9076,0.0,418,0.0
2024-10-25,P3-L2,P3,1440,0,870,22,1.0,0.8286,0.9747,0.8076,0.0,484,0.0
2024-10-26,P3-L1,P3,1440,0,869,16,1.0,0.8276,0.9816,0.8124,0.0,352,0.0
2024-10-28,P2-L3,P2,1440,0,711,13,1.0,0.6771,0.9817,0.6648,0.0,286,0.0
2024-10-28,P3-L1,P3,1440,0,922,26,1.0,0.8781,0.9718,0.8533,0.0,572,0.0
2024-10-30,P2-L3,P2,1440,0,882,12,1.0,0.84,0.9864,0.8286,0.0,264,0.0
2024-11-01,P3-L2,P3,1440,0,833,27,1.0,0.7933,0.9676,0.7676,0.0,594,0.0
2024-11-03,P3-L1,P3,1440,0,961,27,1.0,0.9152,0.9719,0.8895,0.0,594,0.0
2024-11-04,P1-L1,P1,1440,0,848,22,1.0,0.8076,0.9741,0.7867,0.0,484,0.0
2024-11-04,P2-L2,P2,1440,0,951,26,1.0,0.9057,0.9727,0.881,0.0,572,0.0
2024-11-05,P1-L3,P1,1440,148,841,23,0.8972,0.801,0.9727,0.699,11840.0,506,4316.67
2024-11-05,P3-L2,P3,1440,0,844,29,1.0,0.8038,0.9656,0.7762,0.0,638,0.0
2024-11-06,P2-L3,P2,1440,0,803,16,1.0,0.7648,0.9801,0.7495,0.0,352,0.0
2024-11-06,P3-L2,P3,1440,0,826,19,1.0,0.7867,0.977,0.7686,0.0,418,0.0
2024-11-07,P1-L3,P1,1440,0,898,23,1.0,0.8552,0.9744,0.8333,0.0,506,0.0
2024-11-07,P2-L1,P2,1440,0,883,30,1.0,0.841,0.966,0.8124,0.0,660,0.0
2024-11-10,P1-L1,P1,1440,0,917,16,1.0,0.8733,0.9826,0.8581,0.0,352,0.0
2024-11-10,P1-L2,P1,1440,0,872,18,1.0,0.8305,0.9794,0.8133,0.0,396,0.0
2024-11-10,P2-L3,P2,1440,0,927,39,1.0,0.8829,0.9579,0.8457,0.0,858,0.0
2024-11-10,P3-L2,P3,1440,0,770,22,1.0,0.7333,0.9714,0.7124,0.0,484,0.0
2024-11-13,P1-L2,P1,1440,0,959,24,1.0,0.9133,0.975,0.8905,0.0,528,0.0
2024-11-17,P1-L2,P1,1440,0,851,12,1.0,0.8105,0.9859,0.799,0.0,264,0.0
2024-11-19,P1-L1,P1,1440,0,819,20,1.0,0.78,0.9756,0.761,0.0,440,0.0
2024-11-20,P3-L1,P3,1440,0,876,32,1.0,0.8343,0.9635,0.8038,0.0,704,0.0
2024-11-21,P2-L1,P2,1440,0,978,25,1.0,0.9314,0.9744,0.9076,0.0,550,0.0
2024-11-24,P1-L1,P1,1440,0,938,23,1.0,0.8933,0.9755,0.8714,0.0,506,0.0
2024-11-24,P1-L2,P1,1440,0,915,26,1.0,0.8714,0.9716,0.8467,0.0,572,0.0
2024-11-25,P2-L1,P2,1440,0,912,26,1.0,0.8686,0.9715,0.8438,0.0,572,0.0
2024-11-26,P3-L1,P3,1440,0,900,25,1.0,0.8571,0.9722,0.8333,0.0,550,0.0
2024-11-27,P1-L2,P1,1440,74,914,27,0.9486,0.8705,0.9705,0.8014,5920.0,594,2158.33
2024-11-28,P1-L1,P1,1440,0,733,20,1.0,0.6981,0.9727,0.679,0.0,440,0.0
2024-11-28,P1-L3,P1,1440,0,930,24,1.0,0.8857,0.9742,0.8629,0.0,528,0.0
2024-11-29,P2-L3,P2,1440,0,964,18,1.0,0.9181,0.9813,0.901,0.0,396,0.0
2024-11-29,P3-L2,P3,1440,0,862,17,1.0,0.821,0.9803,0.8048,0.0,374,0.0
2024-11-30,P1-L2,P1,1440,0,850,30,1.0,0.8095,0.9647,0.781,0.0,660,0.0
2024-11-30,P2-L2,P2,1440,0,992,24,1.0,0.9448,0.9758,0.9219,0.0,528,0.0
2024-12-01,P3-L2,P3,1440,0,928,26,1.0,0.8838,0.972,0.859,0.0,572,0.0
2024-12-01,P3-L3,P3,1440,0,998,36,1.0,0.9505,0.9639,0.9162,0.0,792,0.0
2024-12-02,P2-L2,P2,1440,0,908,27,1.0,0.8648,0.9703,0.839,0.0,594,0.0
2024-12-04,P1-L1,P1,1440,0,908,35,1.0,0.8648,0.9615,0.8314,0.0,770,0.0
2024-12-04,P1-L2,P1,1440,0,795,36,1.0,0.7571,0.9547,0.7229,0.0,792,0.0
2024-12-05,P1-L2,P1,1440,0,903,28,1.0,0.86,0.969,0.8333,0.0,616,0.0
2024-12-05,P2-L1,P2,1440,0,901,17,1.0,0.8581,0.9811,0.8419,0.0,374,0.0
2024-12-05,P3-L2,P3,1440,0,766,23,1.0,0.7295,0.97,0.7076,0.0,506,0.0
2024-12-06,P1-L2,P1,1440,0,931,28,1.0,0.8867,0.9699,0.86,0.0,616,0.0
2024-12-06,P1-L3,P1,1440,0,903,17,1.0,0.86,0.9812,0.8438,0.0,374,0.0
2024-12-06,P2-L1,P2,1440,0,999,31,1.0,0.9514,0.969,0.9219,0.0,682,0.0
2024-12-06,P3-L1,P3,1440,0,971,28,1.0,0.9248,0.9712,0.8981,0.0,616,0.0
2024-12-06,P3-L2,P3,1440,105,903,16,0.9271,0.86,0.9823,0.7832,6300.0,352,3062.5
2024-12-07,P1-L3,P1,1440,0,791,17,1.0,0.7533,0.9785,0.7371,0.0,374,0.0
2024-12-07,P2-L1,P2,1440,0,795,21,1.0,0.7571,0.9736,0.7371,0.0,462,0.0
2024-12-08,P2-L2,P2,1440,0,817,31,1.0,0.7781,0.9621,0.7486,0.0,682,0.0
2024-12-08,P3-L2,P3,1440,0,779,20,1.0,0.7419,0.9743,0.7229,0.0,440,0.0
2024-12-09,P1-L1,P1,1440,0,948,28,1.0,0.9029,0.9705,0.8762,0.0,616,0.0
2024-12-09,P2-L1,P2,1440,0,848,24,1.0,0.8076,0.9717,0.7848,0.0,528,0.0
2024-12-10,P2-L1,P2,1440,0,941,27,1.0,0.8962,0.9713,0.8705,0.0,594,0.0
2024-12-10,P3-L1,P3,1440,0,828,15,1.0,0.7886,0.9819,0.7743,0.0,330,0.0
2024-12-13,P2-L3,P2,1440,0,1008,27,1.0,0.96,0.9732,0.9343,0.0,594,0.0
2024-12-13,P3-L3,P3,1440,0,785,22,1.0,0.7476,0.972,0.7267,0.0,484,0.0
2024-12-16,P1-L3,P1,1440,101,958,23,0.9299,0.9124,0.976,0.828,8080.0,506,2945.83
2024-12-16,P2-L2,P2,1440,0,869,30,1.0,0.8276,0.9655,0.799,0.0,660,0.0
2024-12-19,P3-L2,P3,1440,94,987,21,0.9347,0.94,0.9787,0.8599,7520.0,462,2741.67
2024-12-20,P2-L2,P2,1440,142,912,40,0.9014,0.8686,0.9561,0.7486,9940.0,880,4141.67
2024-12-20,P2-L3,P2,1440,0,978,17,1.0,0.9314,0.9826,0.9152,0.0,374,0.0
2024-12-20,P3-L2,P3,1440,0,924,24,1.0,0.88,0.974,0.8571,0.0,528,0.0
2024-12-21,P1-L1,P1,1440,0,899,29,1.0,0.8562,0.9677,0.8286,0.0,638,0.0
2024-12-21,P2-L3,P2,1440,0,1002,12,1.0,0.9543,0.988,0.9429,0.0,264,0.0
2024-12-22,P1-L1,P1,1440,0,863,13,1.0,0.8219,0.9849,0.8095,0.0,286,0.0
2024-12-24,P2-L3,P2,1440,0,991,19,1.0,0.9438,0.9808,0.9257,0.0,418,0.0
2024-12-24,P3-L1,P3,1440,0,943,16,1.0,0.8981,0.983,0.8829,0.0,352,0.0
2024-12-25,P1-L2,P1,1440,0,869,24,1.0,0.8276,0.9724,0.8048,0.0,528,0.0
2024-12-26,P1-L2,P1,1440,0,862,20,1.0,0.821,0.9768,0.8019,0.0,440,0.0
2024-12-26,P3-L1,P3,1440,167,928,25,0.884,0.8838,0.9731,0.7603,10020.0,550,4870.83
2024-12-28,P2-L2,P2,1440,0,892,14,1.0,0.8495,0.9843,0.8362,0.0,308,0.0
2024-12-29,P1-L3,P1,1440,0,947,25,1.0,0.9019,0.9736,0.8781,0.0,550,0.0
2024-12-29,P3-L2,P3,1440,55,1032,32,0.9618,0.9829,0.969,0.916,4400.0,704,1604.17
2024-12-31,P1-L1,P1,1440,0,836,21,1.0,0.7962,0.9749,0.7762,0.0,462,0.0
2025-01-03,P1-L1,P1,1440,0,978,28,1.0,0.9314,0.9714,0.9048,0.0,616,0.0
2025-01-03,P1-L2,P1,1440,0,965,19,1.0,0.919,0.9803,0.901,0.0,418,0.0
2025-01-04,P1-L2,P1,1440,0,952,29,1.0,0.9067,0.9695,0.879,0.0,638,0.0
2025-01-04,P3-L3,P3,1440,0,899,24,1.0,0.8562,0.9733,0.8333,0.0,528,0.0
2025-01-05,P2-L3,P2,1440,0,835,20,1.0,0.7952,0.976,0.7762,0.0,440,0.0
2025-01-05,P3-L3,P3,1440,0,1027,18,1.0,0.9781,0.9825,0.961,0.0,396,0.0
2025-01-07,P1-L1,P1,1440,0,964,30,1.0,0.9181,0.9689,0.8895,0.0,660,0.0
2025-01-08,P1-L2,P1,1440,0,818,29,1.0,0.779,0.9645,0.7514,0.0,638,0.0
2025-01-08,P3-L3,P3,1440,0,930,22,1.0,0.8857,0.9763,0.8648,0.0,484,0.0
2025-01-09,P3-L1,P3,1440,118,959,38,0.9181,0.9133,0.9604,0.8053,7080.0,836,3441.67
2025-01-09,P3-L2,P3,1440,0,863,34,1.0,0.8219,0.9606,0.7895,0.0,748,0.0
2025-01-10,P2-L3,P2,1440,0,912,25,1.0,0.8686,0.9726,0.8448,0.0,550,0.0
2025-01-11,P3-L1,P3,1440,0,862,25,1.0,0.821,0.971,0.7971,0.0,550,0.0
2025-01-13,P1-L1,P1,1440,0,981,30,1.0,0.9343,0.9694,0.9057,0.0,660,0.0
2025-01-14,P3-L1,P3,1440,0,897,24,1.0,0.8543,0.9732,0.8314,0.0,528,0.0
2025-01-15,P1-L2,P1,1440,0,1039,33,1.0,0.9895,0.9682,0.9581,0.0,726,0.0
2025-01-15,P1-L3,P1,1440,0,997,37,1.0,0.9495,0.9629,0.9143,0.0,814,0.0
2025-01-19,P3-L3,P3,1440,0,937,29,1.0,0.8924,0.9691,0.8648,0.0,638,0.0
2025-01-22,P1-L2,P1,1440,0,1057,24,1.0,1.0,0.9773,0.9773,0.0,528,0.0
2025-01-23,P3-L2,P3,1440,0,995,30,1.0,0.9476,0.9698,0.919,0.0,660,0.0
2025-01-26,P1-L3,P1,1440,0,988,25,1.0,0.941,0.9747,0.9171,0.0,550,0.0
2025-01-27,P1-L1,P1,1440,0,933,28,1.0,0.8886,0.97,0.8619,0.0,616,0.0
2025-01-27,P3-L3,P3,1440,0,788,32,1.0,0.7505,0.9594,0.72,0.0,704,0.0
2025-01-29,P1-L1,P1,1440,0,810,28,1.0,0.7714,0.9654,0.7448,0.0,616,0.0
2025-01-30,P1-L1,P1,1440,0,938,20,1.0,0.8933,0.9787,0.8743,0.0,440,0.0
2025-01-30,P3-L1,P3,1440,0,890,19,1.0,0.8476,0.9787,0.8295,0.0,418,0.0
2025-02-01,P2-L3,P2,1440,0,976,35,1.0,0.9295,0.9641,0.8962,0.0,770,0.0
2025-02-02,P2-L2,P2,1440,0,943,19,1.0,0.8981,0.9799,0.88,0.0,418,0.0
2025-02-03,P1-L3,P1,1440,0,868,29,1.0,0.8267,0.9666,0.799,0.0,638,0.0
2025-02-04,P1-L3,P1,1440,0,846,27,1.0,0.8057,0.9681,0.78,0.0,594,0.0
2025-02-04,P2-L3,P2,1440,0,1005,18,1.0,0.9571,0.9821,0.94,0.0,396,0.0
2025-02-05,P3-L1,P3,1440,0,993,24,1.0,0.9457,0.9758,0.9229,0.0,528,0.0
2025-02-05,P3-L2,P3,1440,0,928,24,1.0,0.8838,0.9741,0.861,0.0,528,0.0
2025-02-06,P1-L1,P1,1440,0,815,15,1.0,0.7762,0.9816,0.7619,0.0,330,0.0
2025-02-06,P2-L2,P2,1440,0,973,39,1.0,0.9267,0.9599,0.8895,0.0,858,0.0
2025-02-06,P3-L1,P3,1440,0,1092,25,1.0,1.0,0.9771,0.9771,0.0,550,0.0
2025-02-07,P2-L1,P2,1440,0,986,40,1.0,0.939,0.9594,0.901,0.0,880,0.0
2025-02-07,P2-L3,P2,1440,0,926,22,1.0,0.8819,0.9762,0.861,0.0,484,0.0
2025-02-08,P1-L2,P1,1440,0,795,21,1.0,0.7571,0.9736,0.7371,0.0,462,0.0
2025-02-13,P2-L2,P2,1440,0,942,27,1.0,0.8971,0.9713,0.8714,0.0,594,0.0
2025-02-14,P2-L1,P2,1440,0,949,28,1.0,0.9038,0.9705,0.8771,0.0,616,0.0
2025-02-14,P3-L2,P3,1440,0,967,24,1.0,0.921,0.9752,0.8981,0.0,528,0.0
2025-02-15,P1-L3,P1,1440,0,778,15,1.0,0.741,0.9807,0.7267,0.0,330,0.0
2025-02-16,P2-L2,P2,1440,0,1018,24,1.0,0.9695,0.9764,0.9467,0.0,528,0.0
2025-02-16,P3-L1,P3,1440,0,945,38,1.0,0.9,0.9598,0.8638,0.0,836,0.0
