run_id,date,shift,line_id,machine_id,work_order_id,planned_runtime_min,units_produced,units_defective,defect_rate
RUN-4013,2024-05-28,Evening,P2-L3,M-119,WO-1235,480,296,6,0.0218
RUN-4014,2024-05-28,Night,P2-L3,M-118,WO-1708,480,260,6,0.0257
RUN-4015,2024-05-28,Day,P3-L1,M-123,WO-1330,480,256,7,0.0312
RUN-4016,2024-05-28,Evening,P3-L1,M-121,WO-1184,480,314,13,0.0425
RUN-4017,2024-05-28,Night,P3-L1,M-121,WO-1538,480,240,5,0.0217
RUN-4018,2024-05-28,Day,P3-L2,M-126,WO-1625,480,272,8,0.0317
RUN-4019,2024-05-28,Evening,P3-L2,M-124,WO-1017,480,235,8,0.0375
RUN-4020,2024-05-28,Night,P3-L2,M-125,WO-1766,480,373,6,0.0162
RUN-4021,2024-05-28,Day,P3-L3,M-131,WO-1445,480,309,14,0.0475
RUN-4022,2024-05-28,Evening,P3-L3,M-131,WO-1357,480,323,4,0.013
RUN-4023,2024-05-28,Night,P3-L3,M-131,WO-1778,480,375,9,0.0252
RUN-4024,2024-05-29,Day,P1-L1,M-102,WO-1630,480,243,10,0.044
RUN-4025,2024-05-29,Evening,P1-L1,M-103,WO-1718,480,338,7,0.0235
RUN-4026,2024-05-29,Night,P1-L1,M-103,WO-1776,480,342,7,0.022
RUN-4027,2024-05-29,Day,P1-L2,M-104,WO-1056,480,280,5,0.0194
RUN-4028,2024-05-29,Evening,P1-L2,M-106,WO-1315,480,366,9,0.0266
RUN-4029,2024-05-29,Night,P1-L2,M-106,WO-1400,480,333,9,0.0272
RUN-4030,2024-05-29,Day,P1-L3,M-109,WO-1385,480,320,6,0.0206
RUN-4031,2024-05-29,Evening,P1-L3,M-108,WO-1046,480,369,11,0.0304
RUN-4032,2024-05-29,Night,P1-L3,M-110,WO-1569,480,303,6,0.0221
RUN-4033,2024-05-29,Day,P2-L1,M-112,WO-1556,480,372,8,0.0226
RUN-4034,2024-05-29,Evening,P2-L1,M-112,WO-1210,480,339,10,0.0318
RUN-4035,2024-05-29,Night,P2-L1,M-113,WO-1003,480,305,6,0.0215
RUN-4036,2024-05-29,Day,P2-L2,M-115,WO-1742,480,264,5,0.022
RUN-4037,2024-05-29,Evening,P2-L2,M-116,WO-1676,480,350,11,0.0328
RUN-4038,2024-05-29,Night,P2-L2,M-115,WO-1434,480,354,19,0.0542
RUN-4039,2024-05-29,Day,P2-L3,M-118,WO-1254,480,286,9,0.0336
RUN-4040,2024-05-29,Evening,P2-L3,M-119,WO-1120,480,297,3,0.011
RUN-4041,2024-05-29,Night,P2-L3,M-119,WO-1522,480,263,7,0.0272
RUN-4042,2024-05-29,Day,P3-L1,M-121,WO-1569,480,322,17,0.0533
RUN-4043,2024-05-29,Evening,P3-L1,M-123,WO-1541,480,399,13,0.0335
RUN-4044,2024-05-29,Night,P3-L1,M-123,WO-1450,480,418,0,0.001
RUN-4045,2024-05-29,Day,P3-L2,M-127,WO-1804,480,262,6,0.0255
RUN-4046,2024-05-29,Evening,P3-L2,M-125,WO-1319,480,223,7,0.0314
RUN-4047,2024-05-29,Night,P3-L2,M-124,WO-1173,480,274,11,0.0418
RUN-4048,2024-05-29,Day,P3-L3,M-129,WO-1856,480,295,7,0.0263
RUN-4049,2024-05-29,Evening,P3-L3,M-129,WO-1829,480,330,4,0.0137
RUN-4050,2024-05-29,Night,P3-L3,M-129,WO-1821,480,270,4,0.0152
RUN-4051,2024-05-30,Day,P1-L1,M-103,WO-1056,480,316,5,0.0164
RUN-4052,2024-05-30,Evening,P1-L1,M-102,WO-1187,480,258,7,0.0273
RUN-4053,2024-05-30,Night,P1-L1,M-103,WO-1501,480,302,7,0.0259
RUN-4054,2024-05-30,Day,P1-L2,M-106,WO-1575,480,310,11,0.0363
RUN-4055,2024-05-30,Evening,P1-L2,M-106,WO-1877,480,393,12,0.0318
RUN-4056,2024-05-30,Night,P1-L2,M-106,WO-1085,480,314,11,0.038
RUN-4057,2024-05-30,Day,P1-L3,M-109,WO-1279,480,314,13,0.0415
RUN-4058,2024-05-30,Evening,P1-L3,M-107,WO-1888,480,269,6,0.0251
RUN-4059,2024-05-30,Night,P1-L3,M-107,WO-1127,480,316,11,0.0362
RUN-4060,2024-05-30,Day,P2-L1,M-113,WO-1200,480,307,5,0.0165
RUN-4061,2024-05-30,Evening,P2-L1,M-114,WO-1427,480,250,0,0.0024
RUN-4062,2024-05-30,Night,P2-L1,M-114,WO-1678,480,320,5,0.0173
RUN-4063,2024-05-30,Day,P2-L2,M-117,WO-1770,480,366,9,0.0265
RUN-4064,2024-05-30,Evening,P2-L2,M-116,WO-1242,480,306,8,0.0264
RUN-4065,2024-05-30,Night,P2-L2,M-115,WO-1353,480,314,9,0.0293
RUN-4066,2024-05-30,Day,P2-L3,M-120,WO-1415,480,353,6,0.0172
RUN-4067,2024-05-30,Evening,P2-L3,M-120,WO-1126,480,329,14,0.0441
RUN-4068,2024-05-30,Night,P2-L3,M-120,WO-1388,480,386,6,0.018
RUN-4069,2024-05-30,Day,P3-L1,M-123,WO-1141,480,314,8,0.0266
RUN-4070,2024-05-30,Evening,P3-L1,M-123,WO-1037,480,281,8,0.0296
RUN-4071,2024-05-30,Night,P3-L1,M-121,WO-1329,480,304,15,0.0497
RUN-4072,2024-05-30,Day,P3-L2,M-124,WO-1006,480,314,3,0.0116
RUN-4073,2024-05-30,Evening,P3-L2,M-124,WO-1851,480,242,7,0.031
RUN-4074,2024-05-30,Night,P3-L2,M-127,WO-1893,480,310,4,0.0153
RUN-4075,2024-05-30,Day,P3-L3,M-131,WO-1499,480,315,15,0.0486
RUN-4076,2024-05-30,Evening,P3-L3,M-131,WO-1176,480,367,12,0.0347
RUN-4077,2024-05-30,Night,P3-L3,M-131,WO-1004,480,359,11,0.0321
RUN-4078,2024-05-31,Day,P1-L1,M-101,WO-1111,480,295,10,0.0344
RUN-4079,2024-05-31,Evening,P1-L1,M-102,WO-1681,480,364,15,0.0417
RUN-4080,2024-05-31,Night,P1-L1,M-103,WO-1365,480,271,5,0.0191
RUN-4081,2024-05-31,Day,P1-L2,M-106,WO-1796,480,342,5,0.0168
RUN-4082,2024-05-31,Evening,P1-L2,M-104,WO-1483,480,373,8,0.0215
RUN-4083,2024-05-31,Night,P1-L2,M-105,WO-1365,480,321,15,0.0479
RUN-4084,2024-05-31,Day,P1-L3,M-107,WO-1281,480,348,16,0.0471
RUN-4085,2024-05-31,Evening,P1-L3,M-109,WO-1492,480,244,4,0.0164
RUN-4086,2024-05-31,Night,P1-L3,M-110,WO-1872,480,256,4,0.0169
RUN-4087,2024-05-31,Day,P2-L1,M-114,WO-1316,480,268,2,0.0083
RUN-4088,2024-05-31,Evening,P2-L1,M-111,WO-1331,480,292,9,0.0336
RUN-4089,2024-05-31,Night,P2-L1,M-112,WO-1557,480,306,6,0.0227
RUN-4090,2024-05-31,Day,P2-L2,M-115,WO-1278,480,283,5,0.021
RUN-4091,2024-05-31,Evening,P2-L2,M-116,WO-1095,480,340,13,0.0405
RUN-4092,2024-05-31,Night,P2-L2,M-115,WO-1826,480,302,4,0.0137
RUN-4093,2024-05-31,Day,P2-L3,M-119,WO-1177,480,302,4,0.0157
RUN-4094,2024-05-31,Evening,P2-L3,M-119,WO-1477,480,289,7,0.0267
RUN-4095,2024-05-31,Night,P2-L3,M-119,WO-1408,480,343,11,0.0335
RUN-4096,2024-05-31,Day,P3-L1,M-122,WO-1738,480,373,14,0.0387
RUN-4097,2024-05-31,Evening,P3-L1,M-123,WO-1641,480,358,20,0.0559
RUN-4098,2024-05-31,Night,P3-L1,M-123,WO-1772,480,337,12,0.0382
RUN-4099,2024-05-31,Day,P3-L2,M-127,WO-1007,480,268,5,0.0223
RUN-4100,2024-05-31,Evening,P3-L2,M-125,WO-1693,480,329,6,0.0198
RUN-4101,2024-05-31,Night,P3-L2,M-124,WO-1621,480,250,8,0.0338
RUN-4102,2024-05-31,Day,P3-L3,M-131,WO-1174,480,314,9,0.0305
RUN-4103,2024-05-31,Evening,P3-L3,M-129,WO-1154,480,322,7,0.0234
RUN-4104,2024-05-31,Night,P3-L3,M-130,WO-1791,480,400,12,0.0304
RUN-4105,2024-06-01,Day,P1-L1,M-102,WO-1378,480,385,8,0.0212
RUN-4106,2024-06-01,Evening,P1-L1,M-103,WO-1098,480,278,2,0.0087
RUN-4107,2024-06-01,Night,P1-L1,M-103,WO-1426,480,293,1,0.0064
RUN-4108,2024-06-01,Day,P1-L2,M-104,WO-1374,480,334,14,0.0422
RUN-4109,2024-06-01,Evening,P1-L2,M-106,WO-1509,480,344,5,0.0173
RUN-4110,2024-06-01,Night,P1-L2,M-105,WO-1163,480,325,10,0.0327
RUN-4111,2024-06-01,Day,P1-L3,M-109,WO-1155,480,381,15,0.0407
RUN-4112,2024-06-01,Evening,P1-L3,M-109,WO-1643,480,301,6,0.0209
RUN-4113,2024-06-01,Night,P1-L3,M-108,WO-1205,480,335,7,0.0237
RUN-4114,2024-06-01,Day,P2-L1,M-111,WO-1142,480,323,12,0.04
RUN-4115,2024-06-01,Evening,P2-L1,M-113,WO-1767,480,285,6,0.022
RUN-4116,2024-06-01,Night,P2-L1,M-113,WO-1026,480,388,19,0.0495
RUN-4117,2024-06-01,Day,P2-L2,M-117,WO-1858,480,252,7,0.0294
RUN-4118,2024-06-01,Evening,P2-L2,M-115,WO-1592,480,375,6,0.0185
RUN-4119,2024-06-01,Night,P2-L2,M-115,WO-1373,480,272,8,0.0326
RUN-4120,2024-06-01,Day,P2-L3,M-118,WO-1570,480,350,12,0.036
RUN-4121,2024-06-01,Evening,P2-L3,M-120,WO-1771,480,281,10,0.0371
RUN-4122,2024-06-01,Night,P2-L3,M-119,WO-1064,480,322,12,0.04
RUN-4123,2024-06-01,Day,P3-L1,M-121,WO-1273,480,350,8,0.0247
RUN-4124,2024-06-01,Evening,P3-L1,M-121,WO-1231,480,333,5,0.0167
RUN-4125,2024-06-01,Night,P3-L1,M-122,WO-1319,480,364,3,0.0106
RUN-4126,2024-06-01,Day,P3-L2,M-127,WO-1334,480,283,7,0.0256
RUN-4127,2024-06-01,Evening,P3-L2,M-127,WO-1127,480,337,5,0.0174
RUN-4128,2024-06-01,Night,P3-L2,M-124,WO-1535,480,283,11,0.0398
RUN-4129,2024-06-01,Day,P3-L3,M-128,WO-1826,480,243,1,0.0051
RUN-4130,2024-06-01,Evening,P3-L3,M-130,WO-1016,480,322,10,0.0337
RUN-4131,2024-06-01,Night,P3-L3,M-131,WO-1069,480,320,11,0.0349
RUN-4132,2024-06-02,Day,P1-L1,M-102,WO-1620,480,268,9,0.0352
RUN-4133,2024-06-02,Evening,P1-L1,M-102,WO-1144,480,367,13,0.0359
RUN-4134,2024-06-02,Night,P1-L1,M-103,WO-1446,480,257,8,0.032
RUN-4135,2024-06-02,Day,P1-L2,M-105,WO-1520,480,322,5,0.0158
RUN-4136,2024-06-02,Evening,P1-L2,M-106,WO-1063,480,339,7,0.0228
RUN-4137,2024-06-02,Night,P1-L2,M-105,WO-1470,480,274,9,0.0342
RUN-4138,2024-06-02,Day,P1-L3,M-109,WO-1467,480,300,5,0.0188
RUN-4139,2024-06-02,Evening,P1-L3,M-108,WO-1717,480,297,14,0.0501
RUN-4140,2024-06-02,Night,P1-L3,M-110,WO-1571,480,326,14,0.0447
RUN-4141,2024-06-02,Day,P2-L1,M-113,WO-1559,480,269,6,0.0228
RUN-4142,2024-06-02,Evening,P2-L1,M-111,WO-1267,480,236,6,0.0286
RUN-4143,2024-06-02,Night,P2-L1,M-112,WO-1046,480,314,13,0.0425
RUN-4144,2024-06-02,Day,P2-L2,M-117,WO-1703,480,270,4,0.0161
RUN-4145,2024-06-02,Evening,P2-L2,M-115,WO-1569,480,239,6,0.0271
RUN-4146,2024-06-02,Night,P2-L2,M-115,WO-1757,480,289,8,0.0297
RUN-4147,2024-06-02,Day,P2-L3,M-119,WO-1240,480,353,5,0.0152
RUN-4148,2024-06-02,Evening,P2-L3,M-118,WO-1575,480,318,10,0.0337
RUN-4149,2024-06-02,Night,P2-L3,M-120,WO-1147,480,299,6,0.0224
RUN-4150,2024-06-02,Day,P3-L1,M-123,WO-1274,480,258,11,0.045
RUN-4151,2024-06-02,Evening,P3-L1,M-123,WO-1265,480,385,14,0.0381
RUN-4152,2024-06-02,Night,P3-L1,M-121,WO-1772,480,360,6,0.0185
RUN-4153,2024-06-02,Day,P3-L2,M-126,WO-1849,480,340,13,0.0405
RUN-4154,2024-06-02,Evening,P3-L2,M-127,WO-1550,480,349,12,0.0346
RUN-4155,2024-06-02,Night,P3-L2,M-127,WO-1398,480,243,6,0.025
RUN-4156,2024-06-02,Day,P3-L3,M-130,WO-1409,480,270,8,0.0305
RUN-4157,2024-06-02,Evening,P3-L3,M-131,WO-1030,480,285,8,0.0299
RUN-4158,2024-06-02,Night,P3-L3,M-131,WO-1766,480,308,11,0.0382
RUN-4159,2024-06-03,Day,P1-L1,M-103,WO-1086,480,308,13,0.0442
RUN-4160,2024-06-03,Evening,P1-L1,M-102,WO-1330,480,350,0,0.001
RUN-4161,2024-06-03,Night,P1-L1,M-101,WO-1638,480,343,10,0.0305
RUN-4162,2024-06-03,Day,P1-L2,M-104,WO-1312,480,297,9,0.0303
RUN-4163,2024-06-03,Evening,P1-L2,M-105,WO-1493,480,365,12,0.0331
RUN-4164,2024-06-03,Night,P1-L2,M-104,WO-1426,480,323,14,0.0457
RUN-4165,2024-06-03,Day,P1-L3,M-110,WO-1102,480,376,21,0.0569
RUN-4166,2024-06-03,Evening,P1-L3,M-107,WO-1461,480,398,7,0.0184
RUN-4167,2024-06-03,Night,P1-L3,M-108,WO-1129,480,219,5,0.0253
RUN-4168,2024-06-03,Day,P2-L1,M-111,WO-1552,480,324,4,0.015
RUN-4169,2024-06-03,Evening,P2-L1,M-113,WO-1716,480,330,16,0.0496
RUN-4170,2024-06-03,Night,P2-L1,M-113,WO-1016,480,371,5,0.0157
RUN-4171,2024-06-03,Day,P2-L2,M-115,WO-1745,480,282,8,0.0305
RUN-4172,2024-06-03,Evening,P2-L2,M-115,WO-1730,480,270,5,0.0218
RUN-4173,2024-06-03,Night,P2-L2,M-115,WO-1018,480,312,7,0.0227
RUN-4174,2024-06-03,Day,P2-L3,M-120,WO-1012,480,356,11,0.0315
RUN-4175,2024-06-03,Evening,P2-L3,M-118,WO-1678,480,337,7,0.0228
RUN-4176,2024-06-03,Night,P2-L3,M-118,WO-1210,480,346,6,0.0177
RUN-4177,2024-06-03,Day,P3-L1,M-121,WO-1742,480,328,6,0.0187
RUN-4178,2024-06-03,Evening,P3-L1,M-123,WO-1484,480,285,6,0.0217
RUN-4179,2024-06-03,Night,P3-L1,M-122,WO-1104,480,353,8,0.0233
RUN-4180,2024-06-03,Day,P3-L2,M-125,WO-1069,480,329,12,0.0395
RUN-4181,2024-06-03,Evening,P3-L2,M-127,WO-1618,480,270,2,0.0082
RUN-4182,2024-06-03,Night,P3-L2,M-127,WO-1509,480,348,6,0.019
RUN-4183,2024-06-03,Day,P3-L3,M-130,WO-1368,480,276,15,0.0545
RUN-4184,2024-06-03,Evening,P3-L3,M-131,WO-1251,480,298,14,0.0471
RUN-4185,2024-06-03,Night,P3-L3,M-128,WO-1838,480,305,13,0.0429
RUN-4186,2024-06-04,Day,P1-L1,M-103,WO-1572,480,211,4,0.0205
RUN-4187,2024-06-04,Evening,P1-L1,M-101,WO-1010,480,263,5,0.0195
RUN-4188,2024-06-04,Night,P1-L1,M-103,WO-1453,480,341,3,0.0106
RUN-4189,2024-06-04,Day,P1-L2,M-104,WO-1397,480,305,7,0.0232
RUN-4190,2024-06-04,Evening,P1-L2,M-105,WO-1453,480,315,11,0.037
RUN-4191,2024-06-04,Night,P1-L2,M-105,WO-1522,480,281,9,0.034
RUN-4192,2024-06-04,Day,P1-L3,M-109,WO-1390,480,336,13,0.0395
RUN-4193,2024-06-04,Evening,P1-L3,M-110,WO-1398,480,359,11,0.0329
RUN-4194,2024-06-04,Night,P1-L3,M-110,WO-1727,480,246,5,0.0212
RUN-4195,2024-06-04,Day,P2-L1,M-111,WO-1516,480,368,8,0.0243
RUN-4196,2024-06-04,Evening,P2-L1,M-114,WO-1773,480,282,5,0.0208
RUN-4197,2024-06-04,Night,P2-L1,M-111,WO-1301,480,255,7,0.0279
RUN-4198,2024-06-04,Day,P2-L2,M-115,WO-1442,480,409,10,0.0263
RUN-4199,2024-06-04,Evening,P2-L2,M-117,WO-1172,480,365,17,0.0471
RUN-4200,2024-06-04,Night,P2-L2,M-116,WO-1698,480,270,6,0.0233
RUN-4201,2024-06-04,Day,P2-L3,M-119,WO-1766,480,308,8,0.028
RUN-4202,2024-06-04,Evening,P2-L3,M-119,WO-1422,480,297,16,0.0555
RUN-4203,2024-06-04,Night,P2-L3,M-120,WO-1320,480,297,6,0.0205
RUN-4204,2024-06-04,Day,P3-L1,M-121,WO-1371,480,307,8,0.028
RUN-4205,2024-06-04,Evening,P3-L1,M-123,WO-1010,480,336,10,0.0307
RUN-4206,2024-06-04,Night,P3-L1,M-121,WO-1764,480,298,9,0.0308
RUN-4207,2024-06-04,Day,P3-L2,M-124,WO-1502,480,301,9,0.0319
RUN-4208,2024-06-04,Evening,P3-L2,M-124,WO-1608,480,309,8,0.0267
RUN-4209,2024-06-04,Night,P3-L2,M-127,WO-1658,480,339,7,0.0213
RUN-4210,2024-06-04,Day,P3-L3,M-128,WO-1272,480,283,13,0.0494
RUN-4211,2024-06-04,Evening,P3-L3,M-131,WO-1576,480,342,1,0.0051
RUN-4212,2024-06-04,Night,P3-L3,M-130,WO-1045,480,321,5,0.0162
RUN-4213,2024-06-05,Day,P1-L1,M-101,WO-1893,480,287,5,0.0189
RUN-4214,2024-06-05,Evening,P1-L1,M-102,WO-1458,480,305,5,0.0168
RUN-4215,2024-06-05,Night,P1-L1,M-102,WO-1015,480,342,12,0.0378
RUN-4216,2024-06-05,Day,P1-L2,M-104,WO-1477,480,282,11,0.0405
RUN-4217,2024-06-05,Evening,P1-L2,M-105,WO-1235,480,323,5,0.0167
RUN-4218,2024-06-05,Night,P1-L2,M-104,WO-1632,480,288,8,0.0295
RUN-4219,2024-06-05,Day,P1-L3,M-108,WO-1344,480,367,3,0.0104
RUN-4220,2024-06-05,Evening,P1-L3,M-109,WO-1356,480,266,4,0.0154
RUN-4221,2024-06-05,Night,P1-L3,M-110,WO-1830,480,260,10,0.0392
RUN-4222,2024-06-05,Day,P2-L1,M-113,WO-1507,480,269,7,0.0269
RUN-4223,2024-06-05,Evening,P2-L1,M-112,WO-1274,480,250,12,0.049
RUN-4224,2024-06-05,Night,P2-L1,M-111,WO-1112,480,316,12,0.0394
RUN-4225,2024-06-05,Day,P2-L2,M-115,WO-1467,480,349,13,0.0396
RUN-4226,2024-06-05,Evening,P2-L2,M-115,WO-1581,480,289,5,0.0207
RUN-4227,2024-06-05,Night,P2-L2,M-117,WO-1723,480,362,4,0.0123
RUN-4228,2024-06-05,Day,P2-L3,M-119,WO-1350,480,322,8,0.0252
RUN-4229,2024-06-05,Evening,P2-L3,M-118,WO-1073,480,371,19,0.0515
RUN-4230,2024-06-05,Night,P2-L3,M-120,WO-1594,480,328,7,0.0242
RUN-4231,2024-06-05,Day,P3-L1,M-123,WO-1459,480,374,18,0.0494
RUN-4232,2024-06-05,Evening,P3-L1,M-122,WO-1816,480,277,7,0.0261
RUN-4233,2024-06-05,Night,P3-L1,M-123,WO-1799,480,347,8,0.0253
RUN-4234,2024-06-05,Day,P3-L2,M-124,WO-1825,480,241,0,0.001
RUN-4235,2024-06-05,Evening,P3-L2,M-127,WO-1496,480,315,6,0.0201
RUN-4236,2024-06-05,Night,P3-L2,M-126,WO-1173,480,269,3,0.0135
RUN-4237,2024-06-05,Day,P3-L3,M-131,WO-1517,480,283,6,0.0213
RUN-4238,2024-06-05,Evening,P3-L3,M-131,WO-1265,480,293,4,0.0161
RUN-4239,2024-06-05,Night,P3-L3,M-129,WO-1650,480,301,11,0.0377
RUN-4240,2024-06-06,Day,P1-L1,M-102,WO-1285,480,305,4,0.0142
RUN-4241,2024-06-06,Evening,P1-L1,M-102,WO-1327,480,304,4,0.0133
RUN-4242,2024-06-06,Night,P1-L1,M-101,WO-1016,480,302,5,0.0178
RUN-4243,2024-06-06,Day,P1-L2,M-106,WO-1023,480,275,2,0.0105
RUN-4244,2024-06-06,Evening,P1-L2,M-105,WO-1505,480,298,6,0.0231
RUN-4245,2024-06-06,Night,P1-L2,M-106,WO-1402,480,328,6,0.0205
RUN-4246,2024-06-06,Day,P1-L3,M-108,WO-1554,480,319,7,0.0237
RUN-4247,2024-06-06,Evening,P1-L3,M-109,WO-1851,480,245,7,0.0321
RUN-4248,2024-06-06,Night,P1-L3,M-107,WO-1670,480,309,10,0.0324
RUN-4249,2024-06-06,Day,P2-L1,M-111,WO-1763,480,282,6,0.024
RUN-4250,2024-06-06,Evening,P2-L1,M-113,WO-1036,480,279,13,0.0501
RUN-4251,2024-06-06,Night,P2-L1,M-112,WO-1365,480,304,12,0.0405
RUN-4252,2024-06-06,Day,P2-L2,M-117,WO-1230,480,284,10,0.0374
RUN-4253,2024-06-06,Evening,P2-L2,M-115,WO-1482,480,257,7,0.0279
RUN-4254,2024-06-06,Night,P2-L2,M-117,WO-1645,480,345,6,0.0202
RUN-4255,2024-06-06,Day,P2-L3,M-118,WO-1479,480,325,12,0.037
RUN-4256,2024-06-06,Evening,P2-L3,M-118,WO-1825,480,324,16,0.0502
RUN-4257,2024-06-06,Night,P2-L3,M-118,WO-1751,480,327,10,0.0329
RUN-4258,2024-06-06,Day,P3-L1,M-123,WO-1105,480,265,4,0.0185
RUN-4259,2024-06-06,Evening,P3-L1,M-122,WO-1821,480,218,10,0.0478
RUN-4260,2024-06-06,Night,P3-L1,M-122,WO-1440,480,349,10,0.029
RUN-4261,2024-06-06,Day,P3-L2,M-125,WO-1627,480,316,14,0.0453
RUN-4262,2024-06-06,Evening,P3-L2,M-124,WO-1108,480,328,8,0.0267
RUN-4263,2024-06-06,Night,P3-L2,M-126,WO-1439,480,304,10,0.0359
RUN-4264,2024-06-06,Day,P3-L3,M-129,WO-1315,480,291,4,0.015
RUN-4265,2024-06-06,Evening,P3-L3,M-131,WO-1110,480,275,1,0.0045
RUN-4266,2024-06-06,Night,P3-L3,M-131,WO-1250,480,356,7,0.0206
RUN-4267,2024-06-07,Day,P1-L1,M-103,WO-1796,480,424,15,0.0364
RUN-4268,2024-06-07,Evening,P1-L1,M-102,WO-1603,480,342,10,0.0296
RUN-4269,2024-06-07,Night,P1-L1,M-102,WO-1826,480,308,2,0.0091
RUN-4270,2024-06-07,Day,P1-L2,M-106,WO-1201,480,284,11,0.0411
RUN-4271,2024-06-07,Evening,P1-L2,M-105,WO-1410,480,302,9,0.0299
RUN-4272,2024-06-07,Night,P1-L2,M-106,WO-1323,480,318,5,0.0177
RUN-4273,2024-06-07,Day,P1-L3,M-108,WO-1444,480,334,7,0.0227
RUN-4274,2024-06-07,Evening,P1-L3,M-109,WO-1029,480,264,9,0.0361
RUN-4275,2024-06-07,Night,P1-L3,M-108,WO-1375,480,311,5,0.0171
RUN-4276,2024-06-07,Day,P2-L1,M-114,WO-1141,480,339,14,0.0433
RUN-4277,2024-06-07,Evening,P2-L1,M-113,WO-1133,480,296,12,0.0406
RUN-4278,2024-06-07,Night,P2-L1,M-111,WO-1061,480,300,14,0.0489
RUN-4279,2024-06-07,Day,P2-L2,M-116,WO-1573,480,313,12,0.0401
RUN-4280,2024-06-07,Evening,P2-L2,M-115,WO-1200,480,306,9,0.0309
RUN-4281,2024-06-07,Night,P2-L2,M-117,WO-1893,480,283,2,0.0095
RUN-4282,2024-06-07,Day,P2-L3,M-119,WO-1106,480,343,0,0.0017
RUN-4283,2024-06-07,Evening,P2-L3,M-118,WO-1850,480,323,12,0.0389
RUN-4284,2024-06-07,Night,P2-L3,M-119,WO-1455,480,276,6,0.0225
RUN-4285,2024-06-07,Day,P3-L1,M-122,WO-1523,480,305,11,0.039
RUN-4286,2024-06-07,Evening,P3-L1,M-121,WO-1876,480,315,4,0.0136
RUN-4287,2024-06-07,Night,P3-L1,M-123,WO-1041,480,297,8,0.0271
RUN-4288,2024-06-07,Day,P3-L2,M-126,WO-1538,480,330,10,0.0315
RUN-4289,2024-06-07,Evening,P3-L2,M-127,WO-1774,480,372,13,0.0371
RUN-4290,2024-06-07,Night,P3-L2,M-126,WO-1558,480,306,2,0.0088
RUN-4291,2024-06-07,Day,P3-L3,M-130,WO-1444,480,357,12,0.0364
RUN-4292,2024-06-07,Evening,P3-L3,M-130,WO-1579,480,321,13,0.043
RUN-4293,2024-06-07,Night,P3-L3,M-128,WO-1461,480,314,11,0.0367
RUN-4294,2024-06-08,Day,P1-L1,M-101,WO-1734,480,324,12,0.04
RUN-4295,2024-06-08,Evening,P1-L1,M-101,WO-1665,480,241,6,0.0263
RUN-4296,2024-06-08,Night,P1-L1,M-103,WO-1837,480,256,11,0.0448
RUN-4297,2024-06-08,Day,P1-L2,M-104,WO-1881,480,288,5,0.0174
RUN-4298,2024-06-08,Evening,P1-L2,M-104,WO-1219,480,334,7,0.0227
RUN-4299,2024-06-08,Night,P1-L2,M-105,WO-1454,480,261,10,0.0412
RUN-4300,2024-06-08,Day,P1-L3,M-109,WO-1132,480,370,16,0.0456
RUN-4301,2024-06-08,Evening,P1-L3,M-109,WO-1873,480,267,5,0.019
RUN-4302,2024-06-08,Night,P1-L3,M-110,WO-1792,480,342,9,0.0281
RUN-4303,2024-06-08,Day,P2-L1,M-111,WO-1144,480,305,6,0.0222
RUN-4304,2024-06-08,Evening,P2-L1,M-112,WO-1606,480,337,6,0.0204
RUN-4305,2024-06-08,Night,P2-L1,M-111,WO-1007,480,322,9,0.0297
RUN-4306,2024-06-08,Day,P2-L2,M-117,WO-1362,480,272,9,0.0353
RUN-4307,2024-06-08,Evening,P2-L2,M-116,WO-1845,480,289,8,0.0311
RUN-4308,2024-06-08,Night,P2-L2,M-115,WO-1192,480,351,11,0.0321
RUN-4309,2024-06-08,Day,P2-L3,M-119,WO-1351,480,308,13,0.0439
RUN-4310,2024-06-08,Evening,P2-L3,M-118,WO-1840,480,266,5,0.0216
RUN-4311,2024-06-08,Night,P2-L3,M-119,WO-1724,480,388,14,0.0361
RUN-4312,2024-06-08,Day,P3-L1,M-123,WO-1194,480,338,5,0.0166
RUN-4313,2024-06-08,Evening,P3-L1,M-122,WO-1540,480,303,11,0.038
RUN-4314,2024-06-08,Night,P3-L1,M-121,WO-1220,480,209,5,0.0253
RUN-4315,2024-06-08,Day,P3-L2,M-125,WO-1545,480,356,14,0.0394
RUN-4316,2024-06-08,Evening,P3-L2,M-125,WO-1187,480,214,7,0.0333
RUN-4317,2024-06-08,Night,P3-L2,M-126,WO-1756,480,373,16,0.0439
RUN-4318,2024-06-08,Day,P3-L3,M-131,WO-1608,480,253,6,0.0252
RUN-4319,2024-06-08,Evening,P3-L3,M-130,WO-1813,480,371,10,0.0282
RUN-4320,2024-06-08,Night,P3-L3,M-129,WO-1214,480,310,8,0.0282
RUN-4321,2024-06-09,Day,P1-L1,M-103,WO-1212,480,277,9,0.0355
RUN-4322,2024-06-09,Evening,P1-L1,M-101,WO-1125,480,239,10,0.0444
RUN-4323,2024-06-09,Night,P1-L1,M-101,WO-1073,480,283,1,0.0051
RUN-4324,2024-06-09,Day,P1-L2,M-104,WO-1223,480,253,7,0.028
RUN-4325,2024-06-09,Evening,P1-L2,M-104,WO-1780,480,298,8,0.0288
RUN-4326,2024-06-09,Night,P1-L2,M-104,WO-1752,480,283,7,0.0276
RUN-4327,2024-06-09,Day,P1-L3,M-109,WO-1642,480,291,7,0.0251
